Split	TweetId	username	mentname	Date	group	party	Admiration	Anger	Disgust	Fear	Interest	Joy	Sadness	Surprise
train	621057850505232384	kencalvert	speakerboehner	2015-07-14	1	R	False	False	False	False	True	False	False	False
train	672851017931821056	martinheinrich	senjohnhoeven	2015-12-04	-1	D	True	False	False	False	False	False	False	False
train	621030693636849665	repjohndelaney	repfinchertn08	2015-07-14	-1	D	False	False	False	False	False	False	False	False
train	606871451031990272	conghuelskamp	repthomasmassie	2015-06-05	1	R	False	False	False	False	True	True	False	False
train	672481930168934400	congressmangt	speakerryan	2015-12-03	1	R	False	False	False	False	True	False	False	False
train	672182971776942080	senatorenzi	senjohnbarrasso	2015-12-02	1	R	False	False	False	False	True	False	False	False
train	657214382028537856	reptomemmer	repdonbeyer	2015-10-22	-1	R	True	False	False	False	True	False	False	False
train	655428330787766272	chrismurphyct	kellyayotte	2015-10-17	-1	D	False	False	False	False	True	False	False	False
train	608334387688685568	repfredupton	repmoolenaar	2015-06-09	1	R	False	False	False	False	True	False	False	False
train	678953936863305728	rephultgren	repperlmutter	2015-12-21	-1	R	False	False	False	False	False	True	False	False
train	652580614152044544	speakerboehner	conawaytx11	2015-10-09	1	R	False	False	False	False	True	False	False	False
train	685219161786683395	reprubengallego	repcicilline	2016-01-07	1	D	False	False	False	False	True	False	False	False
train	652127369231253504	repyvetteclarke	frankpallone	2015-10-08	1	D	False	False	False	False	True	False	False	False
train	598592373959045120	ronwyden	peterwelch	2015-05-13	1	D	False	False	False	False	False	False	False	False
train	598847342205390848	sendonnelly	johnboozman	2015-05-14	-1	D	False	False	False	False	True	False	False	False
train	598866615661252608	repdankildee	repteddeutch	2015-05-14	1	D	False	False	False	False	False	True	False	False
train	685218831665618945	reploisfrankel	repcicilline	2016-01-07	1	D	False	False	False	False	True	False	False	False
train	598869076241416193	repdianadegette	repfredupton	2015-05-14	-1	D	True	False	False	False	False	True	False	False
train	684867451063001088	repjeffduncan	repterrisewell	2016-01-06	-1	R	False	False	False	False	True	False	False	False
train	652139108228186112	repkarenbass	judgetedpoe	2015-10-08	-1	D	True	False	False	False	True	False	False	False
train	684770911241809920	senatorfischer	sencapito	2016-01-06	1	R	False	False	False	False	False	True	False	False
train	600731154581446657	repadamschiff	reptedlieu	2015-05-19	1	D	False	False	False	False	False	True	False	False
train	598879702346911746	repdankildee	greggharper	2015-05-14	-1	D	False	False	False	False	True	True	False	False
train	598882232518856704	repdankildee	reptommarino	2015-05-14	-1	D	False	False	False	False	False	True	False	False
train	684532507912605696	repadamschiff	repsteveisrael	2016-01-05	1	D	True	False	False	False	False	False	True	False
train	684437837777874948	repbarbaralee	repmarcykaptur	2016-01-05	1	D	False	False	False	False	True	False	False	False
train	652252948144214016	repfrankguinta	repanniekuster	2015-10-08	-1	R	False	False	False	False	False	False	False	False
train	598882742323941376	repdankildee	congmikesimpson	2015-05-14	-1	D	False	False	False	False	False	True	False	False
train	598894087425630208	repadamsmith	speakerboehner	2015-05-14	-1	D	False	True	True	False	False	False	False	False
train	600423182026350592	senfeinstein	senwhitehouse	2015-05-18	1	D	True	False	False	False	False	False	False	False
train	600429571759013889	pattymurray	senwhitehouse	2015-05-18	1	D	True	False	False	False	False	True	False	False
train	600712102861524992	randyneugebauer	johncarneyde	2015-05-19	-1	R	False	False	False	False	False	True	False	False
train	679693362216235008	repbilljohnson	michaelcburgess	2015-12-23	1	R	False	False	False	False	False	True	False	False
train	684757560075894784	repjeffduncan	repterrisewell	2016-01-06	-1	R	True	False	False	False	False	False	False	False
train	620990100168699908	reppaultonko	speakerboehner	2015-07-14	-1	D	False	False	False	False	True	False	False	False
train	657630997031362560	senatorshaheen	lindseygrahamsc	2015-10-23	-1	D	True	False	False	False	True	False	False	False
train	608394722428780544	sendeanheller	senbobcasey	2015-06-09	-1	R	False	False	False	False	False	True	False	False
train	659039423665958912	senbobcorker	senalexander	2015-10-27	1	R	False	False	False	False	False	True	False	False
train	613816191736520705	peterroskam	senatorcarper	2015-06-24	-1	R	True	False	False	False	False	True	False	False
train	659421963924828161	senatorheitkamp	senatorshaheen	2015-10-28	1	D	False	False	False	False	True	False	False	False
train	664154690318372864	repgusbilirakis	repadamschiff	2015-11-10	-1	R	False	False	False	False	True	False	False	False
train	664102667120189440	senatordurbin	speakerryan	2015-11-10	-1	D	False	False	False	False	True	False	False	False
train	664095606462406656	repjimrenacci	repbilljohnson	2015-11-10	1	R	False	False	False	False	False	True	False	False
train	619258199380750336	repbarbaralee	gkbutterfield	2015-07-09	1	D	False	False	False	False	True	False	False	False
train	659745033143394304	senorrinhatch	speakerryan	2015-10-29	1	R	False	False	False	False	False	False	False	False
train	615628599752826880	senatorheitkamp	senatorlankford	2015-06-29	-1	D	False	False	False	False	False	False	False	False
train	662052257253470208	repsandylevin	repkevinbrady	2015-11-04	-1	D	False	False	False	False	False	True	False	False
train	613772362576560128	peterroskam	repjohnlewis	2015-06-24	-1	R	False	False	False	False	True	False	False	False
train	661639431108100100	repscottpeters	gopleader	2015-11-03	-1	D	False	False	False	False	False	False	False	False
train	661331220647837697	repbillfoster	speakerryan	2015-11-02	-1	D	False	True	True	False	False	False	False	False
train	619219234644561920	sengarypeters	sencorygardner	2015-07-09	-1	D	False	False	False	False	True	True	False	False
train	618565477007290368	senatorreid	senjohnmccain	2015-07-07	-1	D	False	False	False	False	False	True	False	False
train	619190146311847940	bobbyscott	senatorbaldwin	2015-07-09	1	D	False	False	False	False	False	True	False	False
train	619141202206560257	repjohnkatko	repkathleenrice	2015-07-09	-1	R	False	False	False	False	False	False	False	False
train	660156157584154624	senatorheitkamp	maziehirono	2015-10-30	1	D	False	False	False	False	False	True	False	False
train	659805652500488192	senatorbarb	senatorcardin	2015-10-29	1	D	False	False	False	False	True	False	False	False
train	659800034318381056	repronkind	speakerryan	2015-10-29	-1	D	True	False	False	False	False	False	False	False
train	618585483703152640	repjeffduncan	senatortimscott	2015-07-07	1	R	True	False	False	False	False	True	False	False
train	618758110296018945	repgosar	repbillfoster	2015-07-08	-1	R	False	False	False	False	False	True	False	False
train	615963922802147328	senatorkirk	senatorheitkamp	2015-06-30	-1	R	False	False	False	False	False	False	False	False
train	613767557389123584	senjoniernst	senatorheitkamp	2015-06-24	-1	R	False	False	False	False	False	False	False	False
train	620682004250632192	repwalberg	repdebdingell	2015-07-13	-1	R	False	False	False	False	False	False	False	False
train	664208790162681856	repdandonovan	rep_janicehahn	2015-11-10	-1	R	False	False	False	False	False	True	False	False
train	671400061033672706	stevescalise	gopleader	2015-11-30	1	R	True	False	False	False	False	False	False	False
train	608718071285600257	markwarner	senatorisakson	2015-06-10	-1	D	False	False	False	False	False	True	False	False
train	608722018104696832	sendeanheller	senatorisakson	2015-06-10	1	R	True	False	False	False	True	False	True	False
train	671385807509430273	mikekellypa	senmikelee	2015-11-30	1	R	False	False	False	False	True	False	False	False
train	667895617843236864	repkathleenrice	repdandonovan	2015-11-20	-1	D	False	False	False	False	True	False	False	False
train	608760989920669696	congressmangt	gerryconnolly	2015-06-10	-1	R	False	False	False	False	False	False	False	False
train	609038452726882304	senatorcarper	senatorcardin	2015-06-11	1	D	False	False	False	False	False	False	False	False
train	667495536858177537	senjohnmccain	senrobportman	2015-11-19	1	R	False	False	False	False	True	False	False	False
train	667127535642234880	jeffflake	senfeinstein	2015-11-18	-1	R	False	False	False	False	True	False	False	False
train	609078493100552193	reptimryan	repstevestivers	2015-06-11	-1	D	False	False	False	False	False	True	False	False
train	667102519152218113	senorrinhatch	sentedcruz	2015-11-18	1	R	False	False	False	False	True	False	False	False
train	609191278723637248	staceyplaskett	cbrangel	2015-06-11	1	D	False	False	False	False	False	True	False	False
train	667079529828102145	repkarenbass	senfeinstein	2015-11-18	1	D	False	False	False	False	True	False	False	False
train	658724011921252352	repmarktakano	reppeteaguilar	2015-10-26	1	D	False	False	False	False	True	True	False	False
train	610604096870072320	repmarkwalker	reprichhudson	2015-06-15	1	R	False	False	False	False	True	False	False	False
train	666737940626821121	congressmangt	speakerryan	2015-11-17	1	R	False	False	False	False	False	True	False	False
train	611264907649130496	reploubarletta	repbrianbabin	2015-06-17	1	R	False	False	False	False	False	True	False	False
train	611279662862483456	repcartwright	senwhitehouse	2015-06-17	1	D	False	False	False	False	False	True	False	False
train	666277186530181120	repswalwell	repscottpeters	2015-11-16	1	D	False	False	False	False	False	False	False	False
train	612968301614882816	senatorsinema	senfeinstein	2015-06-22	1	D	False	False	False	False	False	True	False	False
train	665279591305584641	lisamurkowski	sendansullivan	2015-11-13	1	R	False	False	False	False	False	True	False	False
train	613021187824816128	repcohen	senbobcorker	2015-06-22	-1	D	False	False	False	False	True	False	False	False
train	659008651861106688	pattymurray	reproybalallard	2015-10-27	1	D	True	False	False	False	False	False	False	False
train	651964970779983872	senatorkirk	sentoomey	2015-10-07	1	R	False	False	False	False	False	True	False	False
train	598591720817881092	repbyrne	repmobrooks	2015-05-13	1	R	False	False	False	False	False	False	False	False
train	685482154340544512	repbyrne	stevescalise	2016-01-08	1	R	False	False	False	False	True	False	False	False
train	685536172022607874	congpalazzo	tomcoleok04	2016-01-08	1	R	True	False	False	False	False	True	False	False
train	585835205774172160	repfrenchhill	chuckgrassley	2015-04-08	1	R	False	False	False	False	True	False	False	False
train	694976712417894400	sentomcotton	sencorygardner	2016-02-03	1	R	False	False	False	False	False	True	False	False
train	585881673180585984	nitalowey	reploiscapps	2015-04-08	1	D	True	False	False	False	False	False	True	False
train	694896742765039616	kellyayotte	senblumenthal	2016-02-03	-1	R	False	False	False	False	False	False	False	False
train	694634166558699520	senatorleahy	senwhitehouse	2016-02-02	1	D	False	False	False	False	True	False	False	False
train	649660800785891328	repscottrigell	repmccaul	2015-10-01	1	R	False	False	False	False	False	True	False	False
train	694616371808866305	susanwbrooks	gkbutterfield	2016-02-02	-1	R	False	False	False	False	False	True	False	False
train	649673772543406081	senmikelee	corybooker	2015-10-01	-1	R	False	False	False	False	False	True	False	False
train	586268198695260160	repgarretgraves	stevescalise	2015-04-09	1	R	False	False	False	False	True	True	False	False
train	587986180865658880	sentoomey	senbobcasey	2015-04-14	-1	R	False	False	False	False	False	True	False	False
train	585553553017741312	senatorheitkamp	senjohnbarrasso	2015-04-07	-1	D	False	False	False	False	True	True	False	False
train	694543836689907717	gkbutterfield	susanwbrooks	2016-02-02	-1	D	False	False	False	False	False	True	False	False
train	587986535858966528	speakerboehner	roslehtinen	2015-04-14	1	R	False	False	False	False	True	False	False	False
train	588418328114368512	johnboozman	sensherrodbrown	2015-04-15	-1	R	False	False	False	False	False	True	False	False
train	588446103898443776	repdankildee	repmoolenaar	2015-04-15	-1	D	False	False	False	False	False	False	False	False
train	588722241472442368	repmarktakano	repbradwenstrup	2015-04-16	-1	D	False	False	False	False	False	True	False	False
train	589081567315787776	senmarkey	jeffflake	2015-04-17	-1	D	False	False	False	False	False	False	False	False
train	590923519673917440	senatorheitkamp	johnboozman	2015-04-22	-1	D	False	False	False	False	True	False	False	False
train	693956495038238720	speakerryan	repribble	2016-01-31	1	R	True	False	False	False	False	True	False	False
train	623914809222938624	repannwagner	repdianeblack	2015-07-22	1	R	False	False	False	False	False	True	False	False
train	649961798465097728	repbilljohnson	repbradwenstrup	2015-10-02	1	R	False	False	False	False	True	False	False	False
train	623853912722944000	repscottrigell	repcomstock	2015-07-22	1	R	False	False	False	False	False	True	False	False
train	694536540622622721	senthomtillis	johncornyn	2016-02-02	1	R	False	False	False	False	False	True	False	False
train	624216421149577216	johnboozman	sentomcotton	2015-07-23	1	R	False	False	False	False	False	True	False	False
train	585448211759902720	repwesterman	repfrenchhill	2015-04-07	1	R	False	False	False	False	False	True	False	False
train	585140736338845696	repmarkpocan	gkbutterfield	2015-04-06	1	D	False	False	False	False	False	True	False	False
train	696762376104865792	speakerryan	repjohnkatko	2016-02-08	1	R	False	False	False	False	True	False	False	False
train	648865764846497793	senatorshaheen	senatortimscott	2015-09-29	-1	D	False	False	False	False	False	False	False	False
train	648882667824525312	jahimes	gerryconnolly	2015-09-29	1	D	True	False	False	False	False	True	False	False
train	578646559878971392	repbera	repmarkmeadows	2015-03-19	-1	D	False	False	False	False	False	True	False	False
train	578657906863796224	senatorheitkamp	senatorcollins	2015-03-19	-1	D	False	False	False	False	False	False	False	False
train	696706384449183744	sentomcotton	sentoomey	2016-02-08	1	R	False	False	False	False	False	False	False	False
train	619132570786115584	repmullin	gopleader	2015-07-09	1	R	False	False	False	False	True	False	False	False
train	649306151801253888	repbeatty	repcharliedent	2015-09-30	-1	D	False	False	False	False	True	False	False	False
train	649346963637411841	rephultgren	austinscottga08	2015-09-30	1	R	True	False	False	False	False	False	False	False
train	580496306797441024	repmarcykaptur	mikekellypa	2015-03-24	-1	D	False	False	False	False	False	True	False	False
train	695281089871527937	repbrianhiggins	louiseslaughter	2016-02-04	1	D	False	False	False	False	True	False	False	False
train	580761415595790336	senatorrounds	senjohnthune	2015-03-25	1	R	False	False	False	False	True	False	False	False
train	581126648864571392	sencorygardner	repmikecoffman	2015-03-26	1	R	False	False	False	False	False	True	False	False
train	626162572866289664	replouiegohmert	sentedcruz	2015-07-28	1	R	True	False	False	False	False	False	False	False
train	581234418901225472	senwarren	senrubiopress	2015-03-26	-1	D	False	False	False	False	True	False	False	False
train	695273236074991620	reppaultonko	speakerryan	2016-02-04	-1	D	False	False	False	False	True	False	False	False
train	626056912241606656	repscottpeters	speakerboehner	2015-07-28	-1	D	False	True	True	False	False	False	False	False
train	649576160813297664	senatordurbin	chuckgrassley	2015-10-01	-1	D	False	False	False	False	True	False	False	False
train	583267624005455872	repdold	senatorkirk	2015-04-01	1	R	False	False	False	False	True	False	False	False
train	583298771104194560	reptomgraves	gopleader	2015-04-01	1	R	False	False	False	False	True	False	False	False
train	695271295836123136	repfredupton	repdankildee	2016-02-04	-1	R	False	False	False	False	False	False	False	False
train	624324240418844672	senjohnhoeven	senstabenow	2015-07-23	-1	R	False	False	False	False	False	False	False	False
train	584067368353193986	senatorheitkamp	senatorlankford	2015-04-03	-1	D	False	False	False	False	True	False	False	False
train	693799048524922880	gopleader	repribble	2016-01-31	1	R	True	False	False	False	False	False	False	False
train	578579573635448832	repmarktakano	marcorubio	2015-03-19	-1	D	False	False	False	False	True	False	False	False
train	590939083624603648	pattymurray	jimlangevin	2015-04-22	1	D	False	False	False	False	True	False	False	False
train	590951561758691328	reptomemmer	reptimwalz	2015-04-22	-1	R	False	False	True	False	False	False	False	False
train	595301176209453056	senjohnhoeven	ronwyden	2015-05-04	-1	R	False	False	False	False	False	False	False	False
train	687749901191610368	reproberthurt	repscottrigell	2016-01-14	1	R	False	False	False	False	True	False	False	False
train	687659204035887104	stevescalise	drphilroe	2016-01-14	1	R	False	False	False	False	True	False	False	False
train	687316396976533505	speakerryan	reprussell	2016-01-13	1	R	False	False	False	False	True	False	False	False
train	595319597810765825	repcomstock	repalexmooney	2015-05-04	1	R	False	False	False	False	True	False	False	False
train	598141728080719872	senatorleahy	senmikelee	2015-05-12	-1	D	False	False	False	False	False	False	False	False
train	598142701545062401	senatorcarper	johncornyn	2015-05-12	-1	D	False	False	False	False	False	True	False	False
train	598482707543433217	repveasey	reprubengallego	2015-05-13	-1	R	False	False	False	False	True	False	False	False
train	687290096056430592	repbobgibbs	repdougcollins	2016-01-13	1	R	False	False	False	False	True	False	False	False
train	687096909379596288	repmullin	rodneydavis	2016-01-12	1	R	False	False	False	False	True	False	False	False
train	651480817013800962	repkathleenrice	repjohnkatko	2015-10-06	-1	D	False	False	False	False	False	False	False	False
train	687086068479471616	repdankildee	speakerryan	2016-01-12	-1	D	False	False	False	False	False	True	False	False
train	687031283290140677	stevescalise	repalexmooney	2016-01-12	1	R	False	False	False	False	True	False	False	False
train	598508801164214273	senmarkey	senorrinhatch	2015-05-13	-1	D	False	False	False	False	True	False	False	False
train	598515179769454593	senrobportman	sensherrodbrown	2015-05-13	-1	R	False	False	False	False	True	False	False	False
train	598526895064371201	sen_joemanchin	sencapito	2015-05-13	-1	D	False	False	False	False	True	False	False	False
train	686947431091552256	repteddeutch	rodneydavis	2016-01-12	-1	D	False	False	False	False	False	False	False	False
train	686946807683936256	roslehtinen	mariodb	2016-01-12	1	R	True	False	False	False	False	True	False	False
train	651847332296806400	repmarktakai	repwilson	2015-10-07	1	D	False	False	False	False	True	False	False	False
train	651864137698557952	repjohndelaney	reprichardhanna	2015-10-07	-1	D	False	False	False	False	True	False	False	False
train	686674026111090688	senatorfischer	sen_joemanchin	2016-01-11	-1	R	False	False	False	False	False	False	False	False
train	686340976068182016	senatorbaldwin	senatorheitkamp	2016-01-10	1	D	False	False	False	False	False	True	False	False
train	651770626043154432	repdandonovan	patrickmchenry	2015-10-07	1	R	False	False	False	False	False	True	False	False
train	595265540857421824	senatorenzi	senfeinstein	2015-05-04	-1	R	False	False	False	False	False	False	False	False
train	651397925348749312	reptomemmer	stevescalise	2015-10-06	1	R	False	False	False	False	False	True	False	False
train	595179540286152705	chakafattah	repcummings	2015-05-04	1	D	True	False	False	False	False	True	False	False
train	693213261903314945	senronjohnson	speakerryan	2016-01-29	1	R	False	False	False	False	False	True	False	False
train	623587372027015168	senjohnbarrasso	senatortimscott	2015-07-21	1	R	True	False	False	False	False	False	False	False
train	693183386672893952	jaredpolis	speakerryan	2016-01-29	-1	D	False	False	False	False	False	True	False	False
train	590992637106253824	senfeinstein	senatorkirk	2015-04-22	-1	D	False	False	False	False	True	False	False	False
train	623207504865034240	desjarlaistn04	repcohen	2015-07-20	-1	R	False	False	False	False	True	False	False	False
train	693115724869603329	repwalberg	speakerryan	2016-01-29	1	R	False	False	False	False	False	True	False	False
train	693101729475366915	senthomtillis	speakerryan	2016-01-29	1	R	False	False	False	False	False	True	False	False
train	636629264113143809	senatorkirk	senatorcardin	2015-08-26	-1	R	False	False	False	False	True	False	False	False
train	591670915487965187	sendavidperdue	senatorisakson	2015-04-24	1	R	False	False	False	False	False	False	False	False
train	593387917894152192	chuckgrassley	senjoniernst	2015-04-29	1	R	False	False	False	False	False	True	False	False
train	593399338681798656	senatorsinema	senstabenow	2015-04-29	1	D	False	False	False	False	False	True	False	False
train	691287219999408128	senthomtillis	senjohnmccain	2016-01-24	1	R	False	False	False	False	False	True	False	False
train	621701806595440640	daveloebsack	repkinzinger	2015-07-16	-1	D	False	False	False	False	True	False	False	False
train	593849032184877056	repscottpeters	repwalorski	2015-04-30	-1	D	False	False	False	False	True	False	False	False
train	690882067803066368	usrepdavidjolly	speakerryan	2016-01-23	1	R	False	False	False	False	True	False	False	False
train	690308492171857920	dorismatsui	repdankildee	2016-01-21	1	D	False	False	False	False	False	True	False	False
train	621665271741345796	chakafattah	cbrangel	2015-07-16	1	D	False	False	False	False	False	False	False	False
train	690265468997931013	replowenthal	repdankildee	2016-01-21	1	D	False	False	False	False	False	True	False	False
train	621655674506883072	repkarenbass	cbrangel	2015-07-16	1	D	False	False	False	False	False	True	False	False
train	689628222795845632	repfredupton	repdianadegette	2016-01-19	-1	R	False	False	False	False	True	False	False	False
train	593895496118308864	repbillfoster	repgosar	2015-04-30	-1	D	False	False	False	False	False	False	False	False
train	689534670162259968	senatortomudall	martinheinrich	2016-01-19	1	D	False	False	False	False	False	False	False	False
train	688782597015629824	repdelbene	gkbutterfield	2016-01-17	1	D	False	False	False	False	False	True	False	False
train	693520367504248833	repjeffduncan	senfeinstein	2016-01-30	-1	R	False	False	False	False	True	False	False	False
train	692383366855946240	sentomcotton	senatorkirk	2016-01-27	1	R	False	False	False	False	False	True	False	False
train	786552070895730688	senatorsinema	rephartzler	2016-10-13	-1	D	False	False	False	False	False	True	False	False
train	732661337130688512	repmikequigley	repvisclosky	2016-05-17	1	D	True	False	False	False	True	True	False	False
train	913012341645746177	senatorsinema	stevescalise	2017-09-27	-1	D	False	False	False	False	False	True	False	False
train	913101917890519040	senatormenendez	marcorubio	2017-09-27	-1	D	False	False	False	False	True	False	False	False
train	913155668730892288	repdavideprice	senatortomudall	2017-09-27	1	D	False	False	False	False	False	False	False	False
train	913388840945152001	roslehtinen	repespaillat	2017-09-28	-1	R	False	False	False	False	True	False	False	False
train	913405301503746048	repmikejohnson	stevescalise	2017-09-28	1	R	False	False	False	False	False	True	False	False
train	913420742087323650	senatorlankford	stevescalise	2017-09-28	1	R	False	False	False	False	False	True	False	False
train	913423205662150656	replarrybucshon	stevescalise	2017-09-28	1	R	False	False	False	False	False	True	False	False
train	912709008137564165	senatortomudall	martinheinrich	2017-09-26	1	D	False	False	False	False	True	False	False	False
train	913437612148391936	rephartzler	repjoewilson	2017-09-28	1	R	False	False	False	False	False	True	False	False
train	913457980972191744	reppeteolson	stevescalise	2017-09-28	1	R	False	False	False	False	False	True	False	False
train	913466307403816960	repschneider	roslehtinen	2017-09-28	-1	D	False	False	False	False	False	False	False	False
train	913473488530427904	reppoliquin	stevescalise	2017-09-28	1	R	True	False	False	False	False	True	False	False
train	913501875793727493	reptedlieu	repjayapal	2017-09-28	1	D	False	False	False	False	True	True	False	False
train	913524394055667712	repschrader	repohalleran	2017-09-28	1	D	False	False	False	False	False	False	False	False
train	913868431639932928	sentoddyoung	senatorcardin	2017-09-29	-1	R	True	False	False	False	False	True	False	False
train	913935196705062912	repricklarsen	stevescalise	2017-09-29	-1	D	False	False	False	False	False	False	False	False
train	913448533545676806	reptimryan	repdavejoyce	2017-09-28	-1	D	False	False	False	False	True	False	False	False
train	914603328704724992	reprwilliams	stevescalise	2017-10-01	1	R	False	False	False	False	True	False	False	False
train	912404962583437313	repdankildee	dorismatsui	2017-09-25	1	D	False	False	False	False	False	True	False	False
train	911349279578558464	senjeffmerkley	ronwyden	2017-09-22	1	D	False	False	False	False	False	False	False	False
train	906577965424680961	sendonnelly	senatorcollins	2017-09-09	-1	D	False	False	False	False	True	False	False	False
train	907672308940230656	congressmanhice	reploudermilk	2017-09-12	1	R	False	False	False	False	False	False	True	False
train	907978421996802050	repbeatty	repstevestivers	2017-09-13	-1	D	False	False	False	False	False	True	False	False
train	908403613151764480	repeliotengel	nitalowey	2017-09-14	1	D	False	False	False	False	True	False	False	False
train	908756134038769676	sentomcotton	marcorubio	2017-09-15	1	R	False	False	False	False	True	False	False	False
train	909055523449982978	reprokhanna	nitalowey	2017-09-16	1	D	False	False	False	False	True	False	False	False
train	909129255023529989	repdankildee	repstephmurphy	2017-09-16	1	D	False	False	False	False	False	True	False	False
train	911958405492953090	reprokhanna	repanthonybrown	2017-09-24	1	D	True	False	False	False	False	True	False	False
train	910500017416364032	repdavideprice	billcassidy	2017-09-20	-1	D	False	True	True	False	False	False	False	False
train	910545182843654144	nitalowey	reploubarletta	2017-09-20	-1	D	False	False	False	False	False	True	False	False
train	910545213839544320	repmaloney	repgusbilirakis	2017-09-20	-1	D	False	False	False	False	False	False	False	False
train	910909986997506048	repkevinbrady	speakerryan	2017-09-21	1	R	False	False	False	False	False	True	False	False
train	910910705351589889	judgecarter	mariodb	2017-09-21	1	R	False	False	False	False	True	True	False	False
train	911246920210944001	reptimwalz	lisamurkowski	2017-09-22	-1	D	False	False	False	False	False	False	False	False
train	911296296589430786	repmaloney	senjohnmccain	2017-09-22	-1	D	False	False	False	False	False	True	False	False
train	911329101604061184	repdonbeyer	repraskin	2017-09-22	1	D	False	False	False	False	False	False	False	False
train	910525912113975296	repadamschiff	johncornyn	2017-09-20	-1	D	False	False	False	False	False	False	False	False
train	914908717333848064	repbonamici	chrismurphyct	2017-10-02	1	D	True	False	False	False	False	True	False	False
train	915566567089373185	repjayapal	speakerryan	2017-10-04	-1	D	False	True	False	False	False	False	False	False
train	915710226661130240	repkihuen	repcicilline	2017-10-04	1	D	False	False	False	False	True	False	False	False
train	925736725686751232	senatortomudall	senmarkey	2017-11-01	1	D	False	False	False	False	False	False	False	False
train	925777311156359169	pattymurray	senalexander	2017-11-01	-1	D	False	False	False	False	False	False	False	False
train	925804095235149824	repmikejohnson	stevescalise	2017-11-01	1	R	False	False	False	False	False	False	False	False
train	925828070942048256	sentomcotton	senatorwicker	2017-11-01	1	R	True	False	False	False	False	False	False	False
train	926223689095499776	repkenbuck	repgosar	2017-11-02	1	R	True	False	False	False	False	False	False	False
train	926450202004815872	repdonbacon	jimlangevin	2017-11-03	-1	R	False	False	False	False	False	True	False	False
train	927665931387535360	repmarktakano	repdelbene	2017-11-06	1	D	True	False	False	False	False	False	False	False
train	925007042988990464	senfranken	chuckgrassley	2017-10-30	-1	D	False	False	False	False	False	False	False	False
train	927670022562025473	senatormenendez	senblumenthal	2017-11-06	1	D	False	False	False	False	True	False	False	False
train	928296021867876354	senjohnbarrasso	johncornyn	2017-11-08	1	R	False	False	False	False	False	False	False	False
train	928351136716918784	repstephmurphy	repbrianfitz	2017-11-08	-1	D	False	False	False	False	True	False	False	False
train	928390257732669441	repgallagher	repmarkpocan	2017-11-08	-1	R	False	False	False	False	False	True	False	False
train	928633448872411136	repnewhouse	susanwbrooks	2017-11-09	1	R	False	False	False	False	True	False	False	False
train	928642161570140161	mikecrapo	sensherrodbrown	2017-11-09	-1	R	False	False	False	False	False	True	False	False
train	928735549329993728	reprobinkelly	speakerryan	2017-11-09	-1	D	False	False	False	False	False	False	False	False
train	930193451412373505	repjayapal	janschakowsky	2017-11-13	1	D	False	False	False	False	True	False	False	False
train	927883345396088833	senatorsinema	reprickallen	2017-11-07	-1	D	False	False	False	False	False	True	False	False
train	924055641840340992	roslehtinen	senjohnmccain	2017-10-27	1	R	True	False	False	False	False	True	False	False
train	923574706552426496	repmceachin	repdianadegette	2017-10-26	1	D	False	False	False	False	False	True	False	False
train	923313744431730688	rephalrogers	repandybarr	2017-10-25	1	R	True	False	False	False	False	True	False	False
train	917057014836203522	senatorhassan	senatorshaheen	2017-10-08	1	D	False	False	False	False	False	False	False	False
train	917062030758170626	senthadcochran	congpalazzo	2017-10-08	1	R	False	False	False	False	False	False	False	False
train	917104713299931136	sensherrodbrown	senrobportman	2017-10-08	-1	D	True	False	False	False	False	True	False	False
train	917814496554553346	repespaillat	repmceachin	2017-10-10	1	D	False	False	False	False	False	True	False	False
train	920024057499803649	repdwightevans	speakerryan	2017-10-16	-1	D	False	True	True	False	False	False	False	False
train	920460150502252545	senduckworth	senjohnmccain	2017-10-17	-1	D	True	False	False	False	False	False	False	False
train	921137383789039616	senatorcantwell	pattymurray	2017-10-19	1	D	False	False	False	False	False	True	False	False
train	921345275397947392	senatorsinema	senbrianschatz	2017-10-20	1	D	False	False	False	False	True	True	False	False
train	921775639967031299	repdonbacon	repdarrensoto	2017-10-21	-1	R	False	False	False	False	False	True	False	False
train	922614991337000960	usrepkcastor	repwilson	2017-10-23	1	D	False	False	False	False	True	False	False	False
train	922879773717737473	senatorheitkamp	senjoniernst	2017-10-24	-1	D	False	False	False	False	False	False	False	False
train	922906769063628800	senjohnmccain	jeffflake	2017-10-24	1	R	True	False	False	False	False	False	False	False
train	922912684638724096	timkaine	jeffflake	2017-10-24	-1	D	True	False	False	False	False	False	False	False
train	922922878055587841	senjeffmerkley	jeffflake	2017-10-24	-1	D	True	False	False	False	False	False	False	False
train	922947039675256832	martinheinrich	jeffflake	2017-10-24	-1	D	True	False	False	False	False	False	False	False
train	922965647079936000	repwilson	repalgreen	2017-10-24	1	D	False	False	False	False	False	True	False	False
train	923303212119150592	senfranken	chuckgrassley	2017-10-25	-1	D	False	False	False	False	False	False	False	False
train	906302915710775296	senwarren	repjayapal	2017-09-08	1	D	True	False	False	False	False	False	False	False
train	906274699193196544	repscottpeters	repstefanik	2017-09-08	-1	D	False	False	False	False	False	False	False	False
train	906259599715598336	reprokhanna	repdelbene	2017-09-08	1	D	True	False	False	False	True	True	False	False
train	906124962418872321	senatorsinema	congmikesimpson	2017-09-08	-1	D	False	False	False	False	False	True	False	False
